transaction_id,customer_id,account_id,transaction_type,amount,transaction_date,status
T01280,267,504,Bill Payment,30031.09,2024-01-07,Pending
T01281,382,300,Withdrawal,3984040.15,2025-09-25,Failed
T01282,82,383,Withdrawal,2059267.61,2024-01-06,Failed
T01283,388,448,Bill Payment,25064.62,2022-11-08,Failed
T01284,74,662,Bill Payment,82859.84,2025-07-23,Completed
T01285,112,270,Deposit,844767.65,2024-06-10,Completed
T01286,239,530,Transfer,854388.23,2023-12-05,Failed
T01287,237,545,Transfer,1239005.18,2022-10-17,Completed
T01288,63,187,Withdrawal,1448686.9,2025-03-02,Failed
T01289,450,467,Bill Payment,27286.2,2025-09-04,Failed
T01290,267,504,Withdrawal,1603897.97,2022-12-20,Completed
T01291,429,51,Deposit,372282.23,2025-05-04,Completed
T01292,173,289,Transfer,375555.09,2024-11-14,Pending
T01293,84,9,Withdrawal,451894.72,2023-12-23,Completed
T01294,58,506,Withdrawal,1710222.36,2023-09-27,Pending
T01295,494,511,Transfer,1391321.56,2025-05-05,Completed
T01296,3,339,Deposit,1687170.83,2024-04-04,Completed
T01297,41,58,Transfer,2327070.91,2023-09-10,Completed
T01298,414,557,Bill Payment,18242.21,2025-06-19,Pending
T01299,188,391,Deposit,244362.13,2023-07-27,Failed
T01300,100,255,Bill Payment,77145.41,2025-05-26,Pending
T01301,159,254,Deposit,398760.16,2023-10-29,Failed
T01302,119,97,Withdrawal,2364654.9,2025-08-22,Failed
T01303,272,320,Transfer,476255,2025-07-25,Failed
T01304,259,44,Deposit,506998.82,2025-08-27,Failed
T01305,416,306,Withdrawal,1802772.85,2023-05-05,Completed
T01306,353,683,Withdrawal,4866397.03,2025-06-06,Completed
T01307,194,649,Bill Payment,32518.9,2023-03-04,Completed
T01308,473,283,Deposit,791918.7,2025-06-05,Completed
T01309,213,10,Deposit,1162363.51,2025-07-05,Failed
T01310,73,487,Withdrawal,1857621.92,2022-12-05,Completed
T01311,100,255,Withdrawal,2500096.11,2024-01-27,Failed
T01312,256,634,Transfer,2792580.93,2024-08-19,Failed
T01313,393,62,Deposit,711357.59,2022-11-25,Completed
T01314,434,550,Deposit,252092,2025-03-23,Completed
T01315,378,325,Transfer,2416673.37,2024-04-23,Pending
T01316,220,198,Deposit,1378655.34,2023-04-27,Pending
T01317,172,138,Transfer,2696039.8,2023-02-22,Pending
T01318,193,449,Transfer,1628430.86,2024-01-06,Pending
T01319,367,195,Withdrawal,2718559.1,2024-02-24,Pending
T01320,431,480,Transfer,2603051.69,2024-07-11,Failed
T01321,351,568,Withdrawal,345314.04,2023-07-04,Completed
T01322,494,461,Transfer,2458345.95,2023-08-12,Failed
T01323,303,376,Bill Payment,171.91,2023-04-28,Failed
T01324,119,519,Bill Payment,73392.41,2025-01-19,Completed
T01325,245,635,Transfer,2328161.7,2024-04-25,Completed
T01326,322,329,Deposit,1316749.69,2025-01-06,Failed
T01327,296,397,Withdrawal,2620824.77,2024-11-22,Pending
T01328,69,565,Withdrawal,3065583.17,2023-12-02,Pending
T01329,45,420,Transfer,331837.17,2023-06-17,Failed
T01330,315,675,Deposit,88032.64,2023-11-08,Completed
T01331,332,183,Deposit,404557.02,2024-10-22,Pending
T01332,379,197,Deposit,64118.39,2024-01-06,Failed
T01333,190,398,Bill Payment,52629.55,2024-03-14,Failed
T01334,361,605,Transfer,147732.34,2023-04-01,Completed
T01335,166,621,Deposit,26665.68,2024-10-01,Completed
T01336,96,672,Bill Payment,92847.53,2023-01-29,Completed
T01337,431,480,Deposit,722171.64,2023-05-11,Failed
T01338,327,426,Transfer,2382851.61,2023-09-20,Completed
T01339,1,632,Transfer,1587297.98,2025-08-20,Failed
T01340,321,73,Transfer,234267.16,2025-08-17,Completed
T01341,193,532,Deposit,202899.63,2024-06-13,Completed
T01342,237,545,Bill Payment,19027.1,2025-02-16,Failed
T01343,445,673,Withdrawal,2850568.32,2024-04-25,Completed
T01344,128,572,Bill Payment,74636.23,2023-02-22,Failed
T01345,357,591,Transfer,2023640.44,2024-06-08,Failed
T01346,74,682,Bill Payment,88294.12,2022-10-26,Completed
T01347,387,185,Bill Payment,50518.81,2023-11-19,Failed
T01348,131,162,Bill Payment,93358.64,2025-01-15,Pending
T01349,261,564,Transfer,2534639.62,2023-04-14,Pending
T01350,194,649,Bill Payment,82632.88,2024-09-10,Pending
T01351,204,624,Withdrawal,2816160.37,2024-04-29,Completed
T01352,214,385,Transfer,1080345.63,2025-08-15,Pending
T01353,410,459,Bill Payment,119.54,2025-08-14,Completed
T01354,287,292,Deposit,1035459.91,2023-11-16,Pending
T01355,480,7,Transfer,2953191.08,2025-03-31,Completed
T01356,223,323,Deposit,1543160.38,2024-05-18,Failed
T01357,473,283,Withdrawal,472341.35,2025-06-22,Pending
T01358,93,365,Withdrawal,692902.56,2024-05-04,Pending
T01359,363,597,Withdrawal,1165737.75,2023-03-22,Pending
T01360,127,95,Bill Payment,56949.59,2025-08-18,Completed
T01361,226,80,Transfer,2378816.13,2023-10-03,Completed
T01362,425,500,Deposit,1190664.79,2024-10-06,Pending
T01363,83,39,Bill Payment,7939.89,2022-11-12,Completed
T01364,230,343,Transfer,2639437.61,2025-05-24,Pending
T01365,404,427,Deposit,1739638.13,2025-02-23,Completed
T01366,414,669,Deposit,1267957.26,2024-02-26,Failed
T01367,400,392,Deposit,609914.39,2025-05-09,Completed
T01368,7,327,Withdrawal,1634831.31,2023-09-13,Failed
T01369,250,227,Withdrawal,253548.55,2025-07-07,Failed
T01370,188,403,Bill Payment,75308.74,2023-01-11,Failed
T01371,151,517,Deposit,444560.21,2025-06-18,Pending
T01372,484,404,Withdrawal,661813.04,2024-09-25,Completed
T01373,48,488,Deposit,1096530.73,2025-09-28,Pending
T01374,380,88,Bill Payment,50232.13,2024-01-17,Failed
T01375,243,134,Withdrawal,2405131.59,2025-07-09,Completed
T01376,425,500,Bill Payment,65259.62,2024-06-30,Completed
T01377,395,575,Withdrawal,1212333.14,2023-04-04,Pending
T01378,419,441,Transfer,2054371.55,2023-05-10,Failed
T01379,418,92,Deposit,1343659.23,2022-12-14,Pending
T01380,173,375,Transfer,571873.98,2022-12-01,Pending
T01381,301,609,Deposit,1539477.74,2024-01-20,Completed
T01382,162,359,Bill Payment,62355.9,2024-11-08,Pending
T01383,14,46,Withdrawal,999226.38,2023-04-03,Pending
T01384,92,160,Deposit,225187.3,2023-03-04,Completed
T01385,459,249,Withdrawal,4343893.01,2023-10-04,Pending
T01386,168,15,Transfer,2081538.78,2025-01-17,Completed
T01387,322,313,Bill Payment,47171.91,2023-05-03,Pending
T01388,35,215,Withdrawal,1019802.96,2024-05-30,Failed
T01389,173,265,Bill Payment,62341.9,2024-09-08,Completed
T01390,72,685,Deposit,753525.04,2024-05-03,Failed
T01391,347,540,Deposit,511284.96,2025-08-11,Completed
T01392,149,291,Withdrawal,3946153.28,2025-09-20,Failed
T01393,24,278,Deposit,930189.16,2025-01-21,Completed
T01394,114,69,Bill Payment,66071.25,2024-07-17,Failed
T01395,196,676,Transfer,2592914.68,2025-04-04,Completed
T01396,382,300,Bill Payment,23193.75,2023-06-02,Pending
T01397,250,521,Deposit,1807792.18,2024-07-10,Pending
T01398,360,612,Deposit,373241.57,2025-07-18,Failed
T01399,409,469,Deposit,79984.93,2023-03-07,Failed
T01400,322,313,Transfer,1470053.57,2024-11-03,Failed
T01401,103,161,Deposit,693886.42,2025-05-18,Pending
T01402,429,364,Transfer,708996.19,2024-06-29,Failed
T01403,473,283,Deposit,1251771.83,2023-12-13,Pending
T01404,481,31,Transfer,677135.3,2022-11-24,Pending
T01405,188,403,Withdrawal,439887.29,2025-09-11,Pending
T01406,338,534,Withdrawal,2087249.35,2024-05-02,Failed
T01407,491,157,Bill Payment,97056.66,2023-09-07,Failed
T01408,135,338,Bill Payment,54269.15,2024-08-23,Completed
T01409,414,669,Withdrawal,2905572.47,2024-08-25,Failed
T01410,132,208,Withdrawal,1545682.98,2023-10-06,Failed
T01411,245,537,Withdrawal,2150891.43,2024-04-20,Completed
T01412,96,672,Withdrawal,1588163.56,2023-03-08,Failed
T01413,312,546,Deposit,368678.36,2025-09-04,Completed
T01414,481,31,Transfer,2640455.63,2024-04-27,Pending
T01415,71,422,Transfer,1329291.96,2025-01-27,Failed
T01416,265,281,Withdrawal,3895760.32,2025-07-02,Completed
T01417,274,135,Withdrawal,131964.91,2024-04-14,Failed
T01418,1,632,Transfer,1817010.73,2023-01-07,Failed
T01419,422,237,Withdrawal,1155330.98,2024-06-14,Completed
T01420,185,368,Deposit,1376438.5,2023-12-07,Pending
T01421,172,138,Bill Payment,71230.71,2023-07-26,Pending
T01422,16,189,Bill Payment,49195.42,2023-04-12,Completed
T01423,153,168,Withdrawal,1132139.03,2024-09-10,Pending
T01424,296,16,Transfer,2850619.03,2023-02-24,Completed
T01425,90,688,Withdrawal,3789125.17,2025-07-30,Completed
T01426,29,182,Bill Payment,86726.19,2023-08-30,Pending
T01427,164,333,Bill Payment,88769.93,2025-06-27,Pending
T01428,195,415,Deposit,1216055.95,2025-06-24,Pending
T01429,476,321,Bill Payment,61189.34,2025-04-19,Failed
T01430,328,586,Deposit,1041537.86,2022-11-07,Pending
T01431,68,468,Deposit,1755620.99,2022-12-22,Completed
T01432,193,532,Bill Payment,98384.68,2024-03-06,Completed
T01433,128,572,Bill Payment,51661.06,2023-10-18,Failed
T01434,429,51,Withdrawal,1456605.63,2023-04-18,Pending
T01435,115,312,Transfer,1384310.82,2025-02-28,Pending
T01436,216,302,Deposit,1380060.94,2023-08-19,Completed
T01437,53,475,Bill Payment,9135.04,2023-01-19,Failed
T01438,162,116,Withdrawal,3893876.98,2025-02-11,Failed
T01439,267,560,Withdrawal,1965940.51,2023-08-22,Pending
T01440,477,462,Deposit,358167.72,2025-04-02,Failed
T01441,92,207,Bill Payment,9108.95,2023-09-05,Pending
T01442,479,665,Withdrawal,3592155.22,2023-10-01,Completed
T01443,89,94,Deposit,1412600.31,2024-02-27,Failed
T01444,488,372,Deposit,1047872.7,2023-05-22,Pending
T01445,306,524,Withdrawal,1894014.48,2025-04-17,Pending
T01446,118,45,Withdrawal,4561351.64,2022-10-09,Failed
T01447,196,676,Withdrawal,811458.36,2023-12-09,Completed
T01448,474,184,Deposit,839453.59,2023-05-17,Pending
T01449,181,457,Transfer,1879545.32,2023-04-24,Completed
T01450,274,135,Withdrawal,18660.96,2025-01-21,Pending
T01451,201,13,Bill Payment,49813,2023-10-29,Pending
T01452,414,557,Deposit,1216163.87,2023-07-03,Pending
T01453,493,244,Withdrawal,2944722.77,2023-03-24,Pending
T01454,332,465,Bill Payment,44243.35,2025-07-27,Failed
T01455,170,615,Deposit,489803.99,2022-11-14,Failed
T01456,3,285,Withdrawal,245545.08,2023-04-27,Completed
T01457,241,57,Transfer,110644.79,2022-10-28,Completed
T01458,441,684,Transfer,993667.71,2024-04-13,Completed
T01459,429,51,Deposit,834205.37,2023-10-09,Completed
T01460,261,166,Transfer,1833463.72,2025-04-06,Failed
T01461,7,610,Withdrawal,4831500.03,2024-02-19,Failed
T01462,348,593,Transfer,2794473.72,2022-10-29,Completed
T01463,261,307,Transfer,1106023.99,2023-07-02,Pending
T01464,151,70,Bill Payment,84346.63,2023-11-21,Completed
T01465,382,300,Bill Payment,13541.12,2022-12-25,Failed
T01466,67,282,Transfer,1581394.67,2023-04-19,Failed
T01467,35,215,Withdrawal,3060656.67,2024-07-19,Completed
T01468,328,586,Deposit,967584.13,2024-12-30,Failed
T01469,194,620,Transfer,1281447.29,2023-03-30,Pending
T01470,146,266,Transfer,2781352.55,2023-01-11,Failed
T01471,308,577,Bill Payment,52018.61,2024-10-13,Failed
T01472,466,510,Bill Payment,80817.24,2024-08-31,Failed
T01473,124,239,Transfer,2937783.35,2024-04-19,Completed
T01474,199,122,Deposit,930038.83,2024-12-10,Completed
T01475,1,213,Bill Payment,41462.71,2025-04-14,Pending
T01476,162,359,Withdrawal,57475.04,2023-03-23,Completed
T01477,173,289,Transfer,2370691.41,2024-09-06,Pending
T01478,457,308,Transfer,2301214.29,2024-11-25,Completed
T01479,88,342,Transfer,1188449.95,2023-09-14,Failed
T01480,261,631,Deposit,1664169.52,2025-05-17,Completed
T01481,3,339,Transfer,2766878.16,2022-12-11,Pending
T01482,262,486,Deposit,1291481.62,2025-07-24,Pending
T01483,92,160,Bill Payment,89216.63,2024-12-23,Failed
T01484,376,344,Bill Payment,78420.5,2024-01-16,Pending
T01485,41,58,Transfer,1695045.45,2024-09-15,Failed
T01486,89,324,Deposit,416920.81,2025-06-30,Failed
T01487,132,340,Transfer,199106.02,2022-11-22,Completed
T01488,422,288,Deposit,678635.26,2023-01-07,Pending
T01489,126,642,Withdrawal,2855337.22,2024-10-18,Pending
T01490,35,192,Deposit,1729255.08,2024-06-19,Pending
T01491,223,323,Deposit,543359.08,2024-07-28,Completed
T01492,324,509,Withdrawal,1858546.3,2025-09-04,Pending
T01493,388,222,Transfer,525450.73,2023-03-21,Pending
T01494,83,39,Withdrawal,4566855.88,2024-11-04,Pending
T01495,119,519,Deposit,1598151.04,2024-08-24,Failed
T01496,284,158,Withdrawal,1701239.41,2023-01-27,Pending
T01497,245,537,Transfer,2326711.86,2023-02-07,Completed
T01498,59,101,Withdrawal,1026730.36,2024-02-17,Completed
T01499,82,471,Bill Payment,71396.37,2025-05-06,Failed
T01500,482,119,Deposit,622307.15,2023-05-23,Completed
T01501,301,609,Deposit,666912.86,2023-01-15,Completed
T01502,73,106,Transfer,67929.54,2023-04-19,Pending
T01503,156,655,Withdrawal,1605080.97,2023-12-06,Completed
T01504,394,294,Transfer,1597061.28,2025-05-31,Pending
T01505,90,688,Deposit,545672.09,2025-06-14,Completed
T01506,265,281,Deposit,31005.81,2025-04-01,Failed
T01507,396,574,Deposit,413551.47,2025-02-02,Pending
T01508,88,563,Transfer,813520.78,2024-02-22,Failed
T01509,149,291,Withdrawal,857203.6,2024-05-18,Pending
T01510,214,628,Transfer,1621961.02,2025-04-20,Completed
T01511,243,134,Deposit,941735.79,2025-01-06,Failed
T01512,397,52,Deposit,767507.48,2024-01-06,Completed
T01513,86,437,Bill Payment,17980.4,2024-09-08,Failed
T01514,305,607,Bill Payment,61669.9,2024-11-28,Pending
T01515,70,341,Withdrawal,3564780.52,2025-05-02,Failed
T01516,198,547,Deposit,1947376.94,2024-08-03,Pending
T01517,8,582,Withdrawal,465487.96,2023-03-08,Failed
T01518,431,480,Deposit,911440.55,2025-09-29,Failed
T01519,487,660,Bill Payment,47107.53,2023-03-31,Completed
T01520,425,148,Transfer,2738628.4,2025-07-18,Pending
T01521,240,188,Transfer,2366441.73,2025-07-12,Pending
T01522,332,465,Bill Payment,3123.39,2025-02-07,Pending
T01523,162,116,Transfer,1436216.93,2023-09-04,Completed
T01524,288,290,Transfer,1813518.47,2024-08-03,Completed
T01525,250,521,Deposit,811669.12,2024-09-05,Failed
T01526,393,110,Transfer,1668671.51,2023-09-24,Completed
T01527,262,310,Bill Payment,40141.57,2024-07-08,Pending
T01528,234,245,Withdrawal,2740197.14,2024-03-14,Pending
T01529,102,394,Deposit,681757.96,2024-09-08,Failed
T01530,477,606,Bill Payment,78452.97,2024-06-15,Pending
T01531,497,581,Transfer,1633808.38,2024-07-12,Completed
T01532,259,178,Deposit,1478864.41,2023-03-01,Failed
T01533,477,588,Bill Payment,11520.85,2024-02-02,Failed
T01534,53,475,Transfer,1665485.56,2024-07-28,Pending
T01535,416,181,Transfer,2867672.4,2024-02-02,Completed
T01536,219,613,Deposit,1371174.61,2025-08-03,Failed
T01537,41,389,Transfer,1483138.29,2023-11-04,Failed
T01538,26,63,Deposit,435614.74,2024-05-08,Completed
T01539,479,595,Deposit,1514276.9,2023-05-30,Failed
T01540,266,153,Bill Payment,53172.46,2025-09-05,Pending
T01541,261,631,Bill Payment,19647.1,2024-10-10,Failed
T01542,378,325,Transfer,1711044.09,2023-01-17,Failed
T01543,115,312,Bill Payment,71807.34,2023-02-23,Pending
T01544,418,92,Deposit,1223175.77,2023-02-14,Failed
T01545,417,414,Withdrawal,4262673.39,2023-02-26,Completed
T01546,287,379,Deposit,2186.21,2024-08-05,Failed
T01547,185,368,Deposit,1722565.06,2023-03-04,Completed
T01548,121,241,Bill Payment,70251.97,2024-05-05,Pending
T01549,174,641,Transfer,2135465.07,2023-04-25,Pending
T01550,188,391,Bill Payment,54557.37,2025-02-15,Failed
T01551,259,178,Bill Payment,13992.98,2023-01-06,Failed
T01552,102,394,Transfer,2519968.08,2025-04-03,Completed
T01553,184,296,Withdrawal,672252.96,2025-02-23,Completed
T01554,38,664,Deposit,288419.77,2025-02-23,Pending
T01555,62,674,Bill Payment,97500.01,2024-02-29,Completed
T01556,315,87,Withdrawal,3211572.26,2025-08-10,Pending
T01557,450,467,Bill Payment,62362.52,2023-04-12,Pending
T01558,422,522,Bill Payment,55249.8,2024-07-04,Pending
T01559,102,394,Transfer,677609.88,2024-04-06,Pending
T01560,194,620,Deposit,1156088.03,2025-08-03,Failed
T01561,477,243,Transfer,1232808.02,2024-07-23,Failed
T01562,357,591,Transfer,100868.9,2022-12-23,Completed
T01563,8,582,Bill Payment,70517.77,2023-12-25,Completed
T01564,479,595,Bill Payment,96177.6,2025-04-24,Completed
T01565,200,146,Transfer,1395076.51,2024-02-02,Completed
T01566,457,536,Deposit,490839.99,2024-04-03,Failed
T01567,341,680,Deposit,1368306,2023-03-14,Failed
T01568,406,594,Transfer,1839310.82,2025-03-20,Pending
T01569,477,548,Deposit,938003.19,2024-12-01,Failed
T01570,185,481,Transfer,1263337.81,2023-08-31,Pending
T01571,25,297,Withdrawal,177595.87,2023-06-02,Failed
T01572,115,312,Transfer,184722.58,2025-07-21,Pending
T01573,348,593,Withdrawal,2864727.12,2024-10-23,Failed
T01574,233,299,Deposit,573987.9,2023-09-18,Completed
T01575,390,130,Deposit,1702964.79,2023-03-22,Pending
T01576,336,259,Withdrawal,3079373,2024-03-31,Pending
T01577,182,264,Deposit,1482987.62,2025-02-15,Failed
T01578,82,179,Withdrawal,3296119.05,2024-04-27,Pending
T01579,385,180,Transfer,2347691.85,2023-04-01,Completed
T01580,393,497,Withdrawal,3997060.66,2023-12-11,Completed
T01581,235,352,Deposit,1934707.59,2025-03-14,Failed
T01582,284,158,Bill Payment,75300.85,2023-09-21,Pending
T01583,259,393,Withdrawal,3303675.78,2024-08-01,Failed
T01584,416,653,Withdrawal,1055072.88,2025-02-22,Failed
T01585,170,354,Deposit,1284701.06,2025-05-27,Completed
T01586,433,54,Withdrawal,2320610.63,2025-05-15,Pending
T01587,85,309,Bill Payment,74640.44,2025-08-18,Failed
T01588,235,240,Bill Payment,68382.64,2025-06-29,Pending
T01589,262,486,Transfer,435876.92,2025-02-15,Pending
T01590,201,13,Transfer,2781703.97,2022-11-14,Pending
T01591,400,392,Transfer,2885307.29,2025-05-08,Failed
T01592,38,43,Deposit,1835465.43,2025-07-22,Failed
T01593,132,363,Bill Payment,61087.51,2025-09-16,Failed
T01594,499,280,Transfer,811343.19,2023-11-24,Completed
T01595,207,262,Bill Payment,46164.75,2022-11-18,Failed
T01596,111,248,Withdrawal,2600241.66,2023-07-12,Failed
T01597,387,185,Transfer,1643063.86,2023-12-03,Failed
T01598,84,9,Deposit,24416.84,2025-09-30,Completed
T01599,111,538,Deposit,1371156.35,2024-01-27,Pending
T01600,258,225,Transfer,756062.37,2024-03-15,Completed
T01601,226,25,Deposit,114235.38,2024-04-02,Failed
T01602,445,673,Withdrawal,4752494.31,2022-10-14,Failed
T01603,8,125,Deposit,173229.55,2023-07-13,Failed
T01604,243,134,Bill Payment,65673.82,2023-05-15,Failed
T01605,234,580,Withdrawal,4480112.15,2025-03-02,Failed
T01606,16,189,Transfer,884058.57,2025-07-22,Failed
T01607,404,78,Bill Payment,92277.27,2024-06-18,Pending
T01608,357,438,Transfer,772381.12,2023-01-21,Completed
T01609,313,284,Deposit,765906.61,2023-05-13,Pending
T01610,393,62,Transfer,2866839.29,2025-06-14,Pending
T01611,332,183,Bill Payment,7032.91,2022-11-21,Completed
T01612,297,625,Bill Payment,17926.37,2023-02-24,Pending
T01613,374,112,Withdrawal,2703620.15,2025-01-06,Pending
T01614,489,224,Deposit,1825262.14,2023-09-04,Failed
T01615,146,266,Deposit,70204.36,2024-05-11,Completed
T01616,328,586,Transfer,2331822.88,2024-07-18,Completed
T01617,466,510,Withdrawal,3264673.8,2024-09-08,Completed
T01618,83,39,Bill Payment,26717,2024-03-17,Failed
T01619,135,338,Bill Payment,57506.56,2023-06-06,Failed
T01620,143,503,Bill Payment,43662.16,2024-05-01,Failed
T01621,256,72,Withdrawal,17533.49,2024-02-01,Failed
T01622,37,494,Deposit,1134704.15,2024-02-20,Pending
T01623,88,342,Transfer,1202144.09,2025-03-04,Failed
T01624,186,663,Deposit,731028.05,2025-04-18,Pending
T01625,175,83,Bill Payment,76069.26,2023-02-13,Pending
T01626,38,664,Withdrawal,883914.9,2022-12-25,Completed
T01627,102,394,Withdrawal,1495052.86,2023-06-03,Pending
T01628,393,110,Transfer,1459767.37,2023-06-06,Failed
T01629,193,449,Withdrawal,700574.82,2025-05-21,Completed
T01630,48,26,Withdrawal,2446673.52,2022-12-21,Completed
T01631,498,554,Transfer,1499302.61,2025-08-16,Pending
T01632,251,17,Deposit,678900.57,2023-02-08,Pending
T01633,259,44,Bill Payment,11906.89,2023-12-01,Failed
T01634,441,684,Bill Payment,94014.97,2024-08-23,Failed
T01635,266,153,Withdrawal,4624154.24,2025-07-29,Completed
T01636,372,145,Bill Payment,65417.77,2024-07-24,Pending
T01637,256,634,Deposit,485743.76,2024-10-28,Failed
T01638,243,134,Deposit,344911.89,2025-05-05,Completed
T01639,181,315,Deposit,912641.09,2024-08-21,Completed
T01640,477,606,Deposit,1635691.46,2024-07-09,Completed
T01641,297,117,Bill Payment,59538.24,2023-12-03,Failed
T01642,33,226,Deposit,1609004.84,2023-09-04,Pending
T01643,135,346,Bill Payment,32491.07,2024-12-08,Failed
T01644,437,590,Withdrawal,1608627.84,2023-03-30,Completed
T01645,324,47,Withdrawal,1678183.13,2024-03-24,Completed
T01646,265,281,Withdrawal,3787992.88,2024-08-02,Completed
T01647,287,379,Withdrawal,2193867.4,2023-03-26,Failed
T01648,447,42,Withdrawal,500739.29,2023-12-19,Failed
T01649,214,628,Bill Payment,77788.4,2025-08-23,Completed
T01650,395,499,Deposit,13195.98,2025-08-23,Completed
T01651,418,92,Transfer,1248958.62,2025-04-13,Pending
T01652,390,130,Withdrawal,716296.22,2024-10-29,Pending
T01653,457,536,Bill Payment,41261.93,2024-12-31,Completed
T01654,29,626,Deposit,1192745.81,2025-08-06,Failed
T01655,253,512,Deposit,1254569.71,2024-01-27,Pending
T01656,73,357,Bill Payment,556.55,2022-12-14,Completed
T01657,379,197,Deposit,1973213.75,2023-09-12,Completed
T01658,256,634,Transfer,2588261.81,2024-06-10,Failed
T01659,282,520,Withdrawal,2321615.82,2025-04-23,Failed
T01660,196,676,Withdrawal,1382856.49,2022-12-29,Completed
T01661,162,116,Withdrawal,3426533.53,2022-10-16,Pending
T01662,466,510,Withdrawal,799638.21,2023-08-18,Completed
T01663,62,56,Transfer,855551.03,2024-01-16,Pending
T01664,185,258,Transfer,1850649.64,2023-08-29,Pending
T01665,118,45,Deposit,1480963.56,2023-05-06,Failed
T01666,416,181,Withdrawal,3927674.6,2023-11-05,Pending
T01667,121,528,Deposit,142183.57,2023-12-28,Completed
T01668,472,456,Transfer,1257489.29,2024-02-26,Failed
T01669,183,694,Transfer,690574.68,2023-04-09,Completed
T01670,214,334,Withdrawal,491222.6,2022-10-17,Failed
T01671,242,423,Withdrawal,1878286.41,2024-11-15,Completed
T01672,371,76,Bill Payment,58550.72,2024-08-03,Completed
T01673,198,447,Withdrawal,1081609.65,2023-07-04,Failed
T01674,376,466,Withdrawal,1937264.19,2023-04-23,Completed
T01675,409,469,Withdrawal,3160473.56,2024-05-17,Pending
T01676,132,208,Transfer,382071.69,2025-01-09,Failed
T01677,159,583,Deposit,561568.01,2025-10-02,Completed
T01678,62,477,Bill Payment,41880.56,2023-09-27,Pending
T01679,33,226,Transfer,1811106.13,2024-11-20,Failed
T01680,330,627,Withdrawal,2891029.11,2025-02-18,Failed
T01681,320,236,Deposit,823686.44,2025-08-07,Failed
T01682,334,501,Withdrawal,2958312.78,2024-04-07,Pending
T01683,499,286,Deposit,1460170.5,2023-01-24,Failed
T01684,327,253,Withdrawal,1637152.44,2024-06-12,Failed
T01685,133,228,Withdrawal,4568859.85,2022-12-09,Completed
T01686,105,428,Deposit,80597.33,2024-08-12,Pending
T01687,151,517,Deposit,851682.44,2022-11-03,Pending
T01688,250,491,Deposit,905156.52,2024-09-18,Completed
T01689,108,86,Deposit,1386473.1,2023-02-02,Pending
T01690,489,224,Withdrawal,1792670,2024-02-03,Completed
T01691,38,664,Deposit,32352.36,2025-03-17,Failed
T01692,322,313,Withdrawal,3516819.14,2024-08-01,Failed
T01693,59,598,Deposit,1952853.35,2025-03-13,Pending
T01694,355,142,Bill Payment,18576.08,2024-06-24,Pending
T01695,126,642,Bill Payment,70419.82,2025-06-25,Completed
T01696,117,643,Deposit,770066.1,2024-07-14,Failed
T01697,70,341,Deposit,593531.67,2023-12-28,Pending
T01698,214,628,Withdrawal,3938671.53,2023-04-01,Completed
T01699,462,636,Transfer,2207414.48,2024-06-25,Completed
T01700,121,528,Transfer,2663989.73,2022-11-06,Completed
T01701,259,393,Transfer,1396325.95,2024-02-21,Completed
T01702,173,375,Transfer,526214.58,2023-06-28,Failed
T01703,114,69,Withdrawal,692890.63,2025-05-22,Pending
T01704,234,245,Deposit,1298252.28,2024-09-18,Failed
T01705,479,595,Withdrawal,3766114.32,2025-09-10,Completed
T01706,322,329,Transfer,2693850.15,2024-04-19,Failed
T01707,433,697,Bill Payment,27786.82,2023-02-18,Completed
T01708,231,382,Transfer,1357505.74,2024-08-13,Failed
T01709,347,540,Deposit,940592.62,2023-03-18,Failed
T01710,248,695,Transfer,1356209.16,2023-10-17,Pending
T01711,299,690,Deposit,377112.99,2024-08-11,Pending
T01712,178,90,Deposit,781669.66,2025-04-06,Completed
T01713,184,296,Deposit,219175.16,2024-06-18,Pending
T01714,405,115,Withdrawal,2482147.35,2024-12-26,Completed
T01715,338,534,Deposit,586692.3,2023-02-04,Failed
T01716,407,555,Withdrawal,2370050.68,2024-06-10,Pending
T01717,134,455,Deposit,583387.84,2024-01-29,Completed
T01718,49,23,Withdrawal,4174902.65,2024-03-15,Failed
T01719,481,661,Transfer,1235369.34,2023-09-14,Pending
T01720,96,672,Transfer,1458702.1,2024-03-05,Failed
T01721,403,543,Bill Payment,45854.91,2023-06-23,Failed
T01722,358,136,Transfer,515625.51,2023-01-31,Pending
T01723,89,233,Bill Payment,37253.04,2024-12-06,Pending
T01724,343,49,Withdrawal,1766251.36,2025-06-14,Pending
T01725,496,171,Withdrawal,3559349.05,2023-03-31,Pending
T01726,63,187,Withdrawal,4196819.05,2025-01-06,Failed
T01727,353,683,Withdrawal,807112.31,2024-12-05,Completed
T01728,38,43,Transfer,1723788.25,2023-08-02,Pending
T01729,478,267,Transfer,553897.5,2024-03-30,Failed
T01730,32,36,Transfer,2934078.68,2024-04-02,Completed
T01731,231,382,Bill Payment,54032.67,2025-07-03,Completed
T01732,198,547,Transfer,364909.33,2023-05-22,Completed
T01733,195,415,Bill Payment,76874.96,2023-10-07,Pending
T01734,84,328,Withdrawal,22467.23,2023-03-13,Failed
T01735,267,560,Transfer,1941908.23,2023-05-20,Pending
T01736,262,486,Transfer,2908831.87,2023-11-06,Failed
T01737,353,683,Withdrawal,3998081.3,2023-08-07,Failed
T01738,401,453,Transfer,2067596.37,2023-07-01,Failed
